Date,XLK,XLC,XLY,XLE,XLI,XLV,XLP,XLB
2020-12-07,60.49143600463867,63.691551208496094,75.2833251953125,15.986494064331055,81.47361755371094,101.96798706054688,57.85563278198242,31.858413696289062
2020-12-08,60.687644958496094,63.597049713134766,75.12576293945312,16.224199295043945,81.86822509765625,102.74292755126953,58.173377990722656,32.03711700439453
2020-12-09,59.524723052978516,62.841060638427734,75.05416107177734,16.260456085205078,82.05179595947266,102.38737487792969,57.94151306152344,32.05498504638672
2020-12-10,59.61085891723633,62.87885665893555,74.98729705810547,16.76003646850586,81.27173614501953,102.21416473388672,57.683860778808594,31.858413696289062
2020-12-11,59.48643493652344,63.25686264038086,74.62918090820312,16.566648483276367,81.4644546508789,101.81303405761719,57.812686920166016,31.675247192382812
2020-12-14,59.701786041259766,63.05841064453125,74.73899841308594,15.986494064331055,80.40910339355469,101.04724884033203,57.58940505981445,31.27315902709961
2020-12-15,60.697227478027344,63.57814025878906,75.74649047851562,16.300743103027344,81.52867126464844,102.14122009277344,57.72679138183594,31.840553283691406
2020-12-16,61.10878372192383,63.52143096923828,76.24304962158203,16.22016716003418,81.02396392822266,101.84039306640625,57.83844757080078,31.751201629638672
2020-12-17,61.592159271240234,63.36079406738281,76.76350402832031,16.14362144470215,81.51951599121094,102.93439483642578,58.20771026611328,32.117530822753906
2020-12-18,61.37678527832031,63.41748046875,76.39106750488281,15.873686790466309,81.52867126464844,103.01640319824219,58.33654022216797,32.26050567626953
2020-12-21,61.43819046020508,62.87515640258789,75.52808380126953,15.567481994628906,81.03659057617188,101.98567199707031,57.707847595214844,32.08942794799805
2020-12-22,61.97064971923828,62.2883415222168,75.20282745361328,15.30618667602539,80.6587905883789,101.67442321777344,57.300846099853516,31.89188003540039
2020-12-23,61.50055694580078,62.648006439208984,75.36547088623047,15.645054817199707,81.08267974853516,101.7476577758789,57.491363525390625,31.936777114868164
2020-12-24,61.90827560424805,62.71425247192383,75.52332305908203,15.563395500183105,81.09190368652344,102.04059600830078,57.777130126953125,32.138824462890625
